Source,pH,TDS,Classification
water_potability,,189.37990591,Safe
water_potability,10.04967372,287.79923230500003,Unsafe
water_potability,5.667650647,360.17834853,Unsafe
water_potability,,271.460281235,Safe
water_potability,8.923980608,270.15916447,Unsafe
water_potability,6.428866313,302.92885948,Unsafe
water_potability,6.960603502,304.58440252500003,Safe
water_potability,5.873675846,273.189299565,Unsafe
water_potability,6.79546901,324.1328532,Safe
water_potability,10.04102797,362.365939845,Unsafe
water_potability,,315.670700735,Safe
water_potability,7.296037734,250.649308455,Safe
water_potability,,244.25746566,Safe
water_potability,5.862641233,215.520590155,Unsafe
water_potability,7.292141805,282.820211245,Safe
water_potability,8.062805643,331.769361625,Safe
water_potability,7.82197094,191.51374541,Safe
water_potability,11.301794,267.056474035,Unsafe
water_potability,6.593764313,318.307238535,Safe
water_potability,9.161088613,246.82136804,Unsafe
water_potability,,189.07815667000003,Safe
water_potability,4.642953052,285.963865265,Unsafe
water_potability,7.798453676,329.666147395,Safe
water_potability,5.564342491,240.211083645,Unsafe
water_potability,7.886591227,211.97497763,Safe
water_potability,7.443189014,279.816742205,Safe
water_potability,3.657123133,277.050233915,Unsafe
water_potability,9.597191857,217.87844533,Unsafe
water_potability,6.964225943,245.75560464,Safe
water_potability,7.672909523,260.74157109000004,Safe
water_potability,6.737004072,249.80063745,Safe
water_potability,,301.43211553,Safe
water_potability,5.382489039,358.45953143,Unsafe
water_potability,7.022952113,268.26112521,Safe
water_potability,,363.881600615,Safe
water_potability,10.02622381,252.5037229,Unsafe
water_potability,5.583832998,181.115375155,Unsafe
water_potability,7.952929116,201.015502805,Safe
water_potability,5.500186641,305.36699375,Unsafe
water_potability,7.543700466,286.18423964,Safe
water_potability,6.848331559,363.230118355,Safe
water_potability,,317.19822004,Safe
water_potability,5.910251729,451.9901932,Unsafe
water_potability,8.716820334,290.56824992,Unsafe
water_potability,6.016889136,249.08505362,Unsafe
water_potability,9.567822726,320.06749086,Unsafe
water_potability,4.296247024,214.54379635,Unsafe
water_potability,3.551579177,334.595897025,Unsafe
water_potability,8.529669348,324.12304125500003,Unsafe
water_potability,8.065339036,323.062502425,Safe
water_potability,9.158445163,276.73881144,Unsafe
water_potability,8.848586283,311.86478355500003,Unsafe
water_potability,9.495456382,266.143148505,Unsafe
water_potability,8.052893916,213.48152169500003,Safe
water_potability,2.798549099,338.74134034,Unsafe
water_potability,6.425873866,326.94420707,Unsafe
water_potability,7.757269666,353.29371909,Safe
water_potability,7.748654706,286.994205745,Safe
water_potability,5.117390303,231.960486615,Unsafe
water_potability,7.481535362,336.94412219000003,Safe
water_potability,5.374222585,227.61572587000003,Unsafe
water_potability,7.063646976,261.6858413,Safe
water_potability,6.876451043,226.970955575,Safe
water_potability,4.812433652,394.567252495,Unsafe
water_potability,4.993530734,279.388082285,Unsafe
water_potability,4.788861062,289.15530852,Unsafe
water_potability,4.037287739,260.78277615,Unsafe
water_potability,6.505872509,172.41327909,Safe
water_potability,6.779773967,298.91975724,Safe
water_potability,6.952511674,257.01455247,Safe
water_potability,5.628406919,228.25478858,Unsafe
water_potability,5.966000489,264.424096495,Unsafe
water_potability,6.319431545,199.99938439,Unsafe
water_potability,8.02724787,286.6103357,Safe
water_potability,8.882684452,346.018828545,Unsafe
water_potability,5.991283475,393.01032088500006,Unsafe
water_potability,10.27244427,290.192971445,Unsafe
water_potability,,254.12077145,Safe
water_potability,6.105140135,204.727308305,Unsafe
water_potability,9.443358884,298.14020047500003,Unsafe
water_potability,6.887414371,251.304860625,Safe
water_potability,6.512900833,192.4483483,Safe
water_potability,5.772718095,302.61353577,Unsafe
water_potability,4.912557262,212.85917276,Unsafe
water_potability,9.739561949,240.234337915,Unsafe
water_potability,5.541979019,336.658260575,Unsafe
water_potability,,250.04516901,Safe
water_potability,,327.38165531500005,Safe
water_potability,6.448931033,307.93834604,Unsafe
water_potability,5.477912295,232.7286845,Unsafe
water_potability,8.544708662,256.02825014,Unsafe
water_potability,7.378597016,261.312964185,Safe
water_potability,6.66400305,225.7796684,Safe
water_potability,6.775582812,233.16648998500003,Safe
water_potability,8.736371211,216.855466035,Unsafe
water_potability,7.146976296,338.07238283000004,Safe
water_potability,,382.56836325500007,Safe
water_potability,5.040331692,343.88414794500005,Unsafe
water_potability,,226.172374025,Safe
water_potability,7.745499128,273.965467165,Safe
water_potability,6.259651603,247.15612525500003,Unsafe
water_potability,8.59639118,226.226967785,Unsafe
water_potability,5.767349597,275.89974880000005,Unsafe
water_potability,7.088940642,240.480066645,Safe
water_potability,8.029181613,280.348065465,Safe
water_potability,,362.324221025,Safe
water_potability,4.725785565,267.22441544500003,Unsafe
water_potability,8.19576536,262.07344345,Safe
water_potability,6.443753668,229.02985482,Unsafe
water_potability,7.039094321,385.707545925,Safe
water_potability,,204.021201345,Safe
water_potability,,271.994833955,Safe
water_potability,6.945224092,239.19868531000003,Safe
water_potability,5.742110407,323.79255096500003,Unsafe
water_potability,5.59662785,359.000658575,Unsafe
water_potability,7.350378987,362.372195055,Safe
water_potability,6.262798867,368.567728035,Unsafe
water_potability,9.927023723,313.84758288,Unsafe
water_potability,5.381407519,200.67436837500003,Unsafe
water_potability,4.961352728,291.94567447500003,Unsafe
water_potability,6.457097525,336.33092792,Unsafe
water_potability,6.53936951,346.17231012,Safe
water_potability,6.252410005,314.98076428,Unsafe
water_potability,7.967344823,250.93596528,Safe
water_potability,,347.946528475,Safe
water_potability,7.60952119,240.676072,Safe
water_potability,6.887863944,286.651697605,Safe
water_potability,9.879071258,287.51936616,Unsafe
water_potability,7.63876177,256.217639925,Safe
water_potability,6.961891686,344.64391643500005,Safe
water_potability,8.060609624,275.22354496,Safe
water_potability,7.240271791,211.50200994,Safe
water_potability,7.486779709,289.04107622000004,Safe
water_potability,8.410460643,337.37055631500004,Safe
water_potability,6.143921454,305.4891606,Unsafe
water_potability,6.09617989,283.25945375,Unsafe
water_potability,6.384824009,284.523144945,Unsafe
water_potability,9.462666017,315.70322816500004,Unsafe
water_potability,7.868147086,357.11973882,Safe
water_potability,5.873157137,229.09642665,Unsafe
water_potability,,347.18467654,Safe
water_potability,6.529304448,274.83141153,Safe
water_potability,5.152203722,227.503235635,Unsafe
water_potability,7.858662779,243.147349055,Safe
water_potability,7.704410252,258.30977887,Safe
water_potability,6.728004386,211.59940061,Safe
water_potability,10.46450248,324.30574241,Unsafe
water_potability,9.11278625,274.32567175,Unsafe
water_potability,8.079808358,383.20893741,Safe
water_potability,7.078659419,247.29894657000003,Safe
water_potability,,346.37537746500004,Safe
water_potability,8.043889299,280.043936315,Safe
water_potability,7.040244978,247.882277435,Safe
water_potability,5.483974109,199.131337535,Unsafe
water_potability,8.53440688,222.144128635,Unsafe
water_potability,7.266594535,289.2743464,Safe
water_potability,6.256651148,312.84958354,Unsafe
water_potability,7.240351006,347.62064207000003,Safe
water_potability,8.692115322,336.327856085,Unsafe
water_potability,8.639540978,272.8627837,Unsafe
water_potability,7.179864149,232.736571275,Safe
water_potability,7.163999223,270.12538325500003,Safe
water_potability,8.926113143,235.23605846,Unsafe
water_potability,6.353110302,253.29410236,Unsafe
water_potability,6.681553568,211.917047355,Safe
water_potability,5.445325981,237.30953168,Unsafe
water_potability,7.539881893,288.67581119,Safe
water_potability,,259.743540225,Safe
water_potability,4.37047658,296.600495035,Unsafe
water_potability,10.31640038,319.93420784,Unsafe
water_potability,6.599593819,291.19206441,Safe
water_potability,4.197583589,241.00141832,Unsafe
water_potability,7.920794564,306.38965149,Safe
water_potability,6.330732765,284.044638865,Unsafe
water_potability,,214.331560105,Safe
water_potability,7.76414261,259.43561663500003,Safe
water_potability,8.237142634,245.49336318,Safe
water_potability,5.679234115,166.596663025,Unsafe
water_potability,7.417570368,322.46837194,Safe
water_potability,4.775983439,298.40431192,Unsafe
water_potability,7.86509497,262.184387335,Safe
water_potability,5.903465715,282.56783568,Unsafe
water_potability,7.705711006,336.72818985,Safe
water_potability,7.815121778,246.49486745,Safe
water_potability,6.139743032,321.183931185,Unsafe
water_potability,5.041405028,288.89477220500004,Unsafe
water_potability,8.675192692,286.84375694,Unsafe
water_potability,7.689358004,344.33524372,Safe
water_potability,8.570129121,332.254982215,Unsafe
water_potability,5.671762326,266.161595635,Unsafe
water_potability,6.624806428,268.44789621,Safe
water_potability,6.541007699,345.01978387500003,Safe
water_potability,,228.08133517,Safe
water_potability,9.241197563,312.008486595,Unsafe
water_potability,,297.57751114,Safe
water_potability,6.340809022,217.70924643,Unsafe
water_potability,5.980357227,353.17618466,Unsafe
water_potability,7.60597883,260.45900452,Safe
water_potability,6.427512443,368.39057047,Unsafe
water_potability,,271.236754815,Safe
water_potability,6.109073312,244.105785105,Unsafe
water_potability,5.842933081,329.391925005,Unsafe
water_potability,5.36754649,301.260976185,Unsafe
water_potability,5.345887147,319.888068045,Unsafe
water_potability,5.386307352,231.105173195,Unsafe
water_potability,9.919478426,181.18958247,Unsafe
water_potability,,327.04050957500004,Safe
water_potability,7.121458435,230.05293558,Safe
water_potability,9.418296122,387.93679379,Unsafe
water_potability,7.457164758,379.99282990500006,Safe
water_potability,5.27222756,266.92154918,Unsafe
water_potability,7.29195704,246.52557943,Safe
water_potability,7.803833221,223.446608515,Safe
water_potability,6.844350911,342.176844555,Safe
water_potability,5.608745232,387.449639395,Unsafe
water_potability,5.701154645,331.349127005,Unsafe
water_potability,5.412762498,273.08109465,Unsafe
water_potability,,410.347740595,Safe
water_potability,5.018132384,303.69174751500003,Unsafe
water_potability,4.552238411,300.19358044,Unsafe
water_potability,,226.54275891,Safe
water_potability,7.025305942,306.23561533500003,Safe
water_potability,5.770620969,251.634813885,Unsafe
water_potability,8.437875983,381.56469585,Safe
water_potability,5.907078269,232.218330695,Unsafe
water_potability,6.89834133,278.711534335,Safe
water_potability,10.25273437,343.27905722500003,Unsafe
water_potability,8.206499938,216.355958845,Safe
water_potability,7.286167388,229.19139516,Safe
water_potability,8.809296432,227.575845835,Unsafe
water_potability,6.641500687,372.920445495,Safe
water_potability,6.145148361,207.63212119,Unsafe
water_potability,5.906441765,250.77833196000003,Unsafe
water_potability,5.38984593,319.63779120000004,Unsafe
water_potability,5.006562979,197.116622885,Unsafe
water_potability,6.5036382,336.32845460500005,Safe
water_potability,9.606858896,241.08747455,Unsafe
water_potability,8.742229882,210.433608125,Unsafe
water_potability,8.394397412,244.556744705,Safe
water_potability,,396.998924595,Safe
water_potability,3.841205038,314.167236045,Unsafe
water_potability,4.301373467,237.79299362,Unsafe
water_potability,9.895889213,312.73891519,Unsafe
water_potability,4.319440673,183.746811365,Unsafe
water_potability,8.313773604,395.145301005,Safe
water_potability,,336.37249243,Safe
water_potability,3.410359671,228.48825519,Unsafe
water_potability,7.510943342,324.41178679,Safe
water_potability,6.978290868,367.02091673,Safe
water_potability,,234.52929266,Safe
water_potability,7.46072722,245.493443,Safe
water_potability,,289.85349627,Safe
water_potability,7.220165553,264.79378022500003,Safe
water_potability,8.790851189,250.19850115,Unsafe
water_potability,,307.250921315,Safe
water_potability,,277.17996813,Safe
water_potability,9.049166054,306.75149518,Unsafe
water_potability,9.515140615,325.940441905,Unsafe
water_potability,6.14524294,282.99474372000003,Unsafe
water_potability,7.494212047,289.289800085,Safe
water_potability,7.091885817,334.788990965,Safe
water_potability,6.624572528,263.78176318000004,Safe
water_potability,6.032188903,227.48841258,Unsafe
water_potability,6.344095425,219.1926412,Unsafe
water_potability,,195.781875445,Safe
water_potability,7.459144859,321.16132022,Safe
water_potability,6.361666803,196.42396163,Unsafe
water_potability,9.011588754,247.09438312,Unsafe
water_potability,7.466213132,296.57039789,Safe
water_potability,5.739816333,276.260892115,Unsafe
water_potability,7.785106673,319.430618975,Safe
water_potability,7.138586781,259.97064171,Safe
water_potability,8.805177745,194.53185355500003,Unsafe
water_potability,8.003031485,365.04857168,Safe
water_potability,7.157337864,329.48477705,Safe
water_potability,6.427365144,216.198288735,Unsafe
water_potability,6.124672271,303.66168430000005,Unsafe
water_potability,8.457901037,240.96286994,Safe
water_potability,5.772197394,269.10977808,Unsafe
water_potability,,264.20315025,Safe
water_potability,6.760790523,297.41063768,Safe
water_potability,7.895045662,306.82789306,Safe
water_potability,8.576739928,253.040309925,Unsafe
water_potability,5.596729818,275.767058645,Unsafe
water_potability,8.145632374,244.835420505,Safe
water_potability,6.665495068,207.06681476000003,Safe
water_potability,6.499067998,385.81514114,Unsafe
water_potability,9.735889388,292.08906363,Unsafe
water_potability,9.268281895,280.45901793,Unsafe
water_potability,,291.15912995,Safe
water_potability,10.0596421,310.68944120500004,Unsafe
water_potability,6.475885399,303.32212300000003,Unsafe
water_potability,6.096128348,262.89903380000004,Unsafe
water_potability,6.297845634,282.13165643,Unsafe
water_potability,5.284096687,353.068136005,Unsafe
water_potability,8.26994471,263.471395785,Safe
water_potability,6.03956779,232.69110319,Unsafe
water_potability,6.243279004,333.381566115,Unsafe
water_potability,8.214099764,272.141197055,Safe
water_potability,,331.20517254500004,Safe
water_potability,,232.127754365,Safe
water_potability,,273.95176458,Safe
water_potability,9.836030547,195.04061629,Unsafe
water_potability,8.719764332,313.20471988,Unsafe
water_potability,7.009601694,258.69746695000003,Safe
water_potability,6.492638846,424.14943454,Unsafe
water_potability,7.814524321,240.50739238500003,Safe
water_potability,9.652562935,255.29884432,Unsafe
water_potability,8.00754122,290.86483465,Safe
water_potability,,243.401501135,Safe
water_potability,,276.95233956000004,Safe
water_potability,7.386837696,297.728710825,Safe
water_potability,5.497580321,309.94889841500003,Unsafe
water_potability,6.057828114,258.203909535,Unsafe
water_potability,,248.79267764,Safe
water_potability,6.268953337,347.451544375,Unsafe
water_potability,,306.190715935,Safe
water_potability,6.284984822,373.451436475,Unsafe
water_potability,9.043095632,242.15829235,Unsafe
water_potability,8.523062079,283.80689369500004,Unsafe
water_potability,,191.65042097500003,Safe
water_potability,,279.75714026,Safe
water_potability,4.02905271,327.426078395,Unsafe
water_potability,6.412707042,252.989941685,Unsafe
water_potability,6.27629499,305.779289335,Unsafe
water_potability,7.648877928,255.64080035,Safe
water_potability,5.548181849,280.782078785,Unsafe
water_potability,,284.78586727500004,Safe
water_potability,7.468617019,294.58738816,Safe
water_potability,,271.87537403,Safe
water_potability,7.918150471,267.42591369,Safe
water_potability,,319.93020085,Safe
water_potability,,200.71513449,Safe
water_potability,5.433242117,293.51216550500004,Unsafe
water_potability,8.33951161,278.81771372000003,Safe
water_potability,6.715719088,267.667076885,Safe
water_potability,6.09801209,317.29185325500004,Unsafe
water_potability,6.576845323,272.33210329,Safe
water_potability,4.68109876,287.644830265,Unsafe
water_potability,8.15121531,299.3436784,Safe
water_potability,,217.99583747500003,Safe
water_potability,,301.57735907,Safe
water_potability,5.669689566,262.59344813,Unsafe
water_potability,6.6249436,298.30058531000003,Safe
water_potability,8.273643584,223.70072699,Safe
water_potability,,308.70935524,Safe
water_potability,,254.305163905,Safe
