Source,pH,TDS,Classification
water_potability,9.11278625,274.3256718,Unsafe
water_potability,8.079808358,383.2089374,Safe
water_potability,7.078659419,247.2989466,Safe
water_potability,,346.3753775,Safe
water_potability,8.043889299,280.0439363,Safe
water_potability,7.040244978,247.8822774,Safe
water_potability,5.483974109,199.1313375,Unsafe
water_potability,8.53440688,222.1441286,Unsafe
water_potability,7.266594535,289.2743464,Safe
water_potability,6.256651148,312.8495835,Unsafe
water_potability,7.240351006,347.6206421,Safe
water_potability,8.692115322,336.3278561,Unsafe
water_potability,8.639540978,272.8627837,Unsafe
water_potability,7.179864149,232.7365713,Safe
water_potability,7.163999223,270.1253833,Safe
water_potability,8.926113143,235.2360585,Unsafe
water_potability,6.353110302,253.2941024,Unsafe
water_potability,6.681553568,211.9170474,Safe
water_potability,5.445325981,237.3095317,Unsafe
water_potability,7.539881893,288.6758112,Safe
water_potability,,259.7435402,Safe
water_potability,4.37047658,296.600495,Unsafe
water_potability,10.31640038,319.9342078,Unsafe
water_potability,6.599593819,291.1920644,Safe
water_potability,4.197583589,241.0014183,Unsafe
water_potability,7.920794564,306.3896515,Safe
water_potability,6.330732765,284.0446389,Unsafe
water_potability,,214.3315601,Safe
water_potability,7.76414261,259.4356166,Safe
water_potability,8.237142634,245.4933632,Safe
water_potability,5.679234115,166.596663,Unsafe
water_potability,7.417570368,322.4683719,Safe
water_potability,4.775983439,298.4043119,Unsafe
water_potability,7.86509497,262.1843873,Safe
water_potability,5.903465715,282.5678357,Unsafe
water_potability,7.705711006,336.7281899,Safe
water_potability,7.815121778,246.4948675,Safe
water_potability,6.139743032,321.1839312,Unsafe
water_potability,5.041405028,288.8947722,Unsafe
water_potability,8.675192692,286.8437569,Unsafe
water_potability,7.689358004,344.3352437,Safe
water_potability,8.570129121,332.2549822,Unsafe
water_potability,5.671762326,266.1615956,Unsafe
water_potability,6.624806428,268.4478962,Safe
water_potability,6.541007699,345.0197839,Safe
water_potability,,228.0813352,Safe
water_potability,9.241197563,312.0084866,Unsafe
water_potability,,297.5775111,Safe
water_potability,6.340809022,217.7092464,Unsafe
water_potability,5.980357227,353.1761847,Unsafe
water_potability,7.60597883,260.4590045,Safe
water_potability,6.427512443,368.3905705,Unsafe
water_potability,,271.2367548,Safe
water_potability,6.109073312,244.1057851,Unsafe
water_potability,5.842933081,329.391925,Unsafe
water_potability,5.36754649,301.2609762,Unsafe
water_potability,5.345887147,319.888068,Unsafe
water_potability,5.386307352,231.1051732,Unsafe
water_potability,9.919478426,181.1895825,Unsafe
water_potability,,327.0405096,Safe
water_potability,7.121458435,230.0529356,Safe
water_potability,9.418296122,387.9367938,Unsafe
water_potability,7.457164758,379.9928299,Safe
water_potability,5.27222756,266.9215492,Unsafe
water_potability,7.29195704,246.5255794,Safe
water_potability,7.803833221,223.4466085,Safe
water_potability,6.844350911,342.1768446,Safe
water_potability,5.608745232,387.4496394,Unsafe
water_potability,5.701154645,331.349127,Unsafe
water_potability,5.412762498,273.0810947,Unsafe
water_potability,,410.3477406,Safe
water_potability,5.018132384,303.6917475,Unsafe
water_potability,4.552238411,300.1935804,Unsafe
water_potability,,226.5427589,Safe
water_potability,7.025305942,306.2356153,Safe
water_potability,5.770620969,251.6348139,Unsafe
water_potability,8.437875983,381.5646959,Safe
water_potability,5.907078269,232.2183307,Unsafe
water_potability,6.89834133,278.7115343,Safe
water_potability,10.25273437,343.2790572,Unsafe
water_potability,8.206499938,216.3559588,Safe
water_potability,7.286167388,229.1913952,Safe
water_potability,8.809296432,227.5758458,Unsafe
water_potability,6.641500687,372.9204455,Safe
water_potability,6.145148361,207.6321212,Unsafe
water_potability,5.906441765,250.778332,Unsafe
water_potability,5.38984593,319.6377912,Unsafe
water_potability,5.006562979,197.1166229,Unsafe
water_potability,6.5036382,336.3284546,Safe
water_potability,9.606858896,241.0874746,Unsafe
water_potability,8.742229882,210.4336081,Unsafe
water_potability,8.394397412,244.5567447,Safe
water_potability,,396.9989246,Safe
water_potability,3.841205038,314.167236,Unsafe
water_potability,4.301373467,237.7929936,Unsafe
water_potability,9.895889213,312.7389152,Unsafe
water_potability,4.319440673,183.7468114,Unsafe
water_potability,8.313773604,395.145301,Safe
water_potability,,336.3724924,Safe
water_potability,3.410359671,228.4882552,Unsafe
water_potability,7.510943342,324.4117868,Safe
water_potability,6.978290868,367.0209167,Safe
water_potability,,234.5292927,Safe
water_potability,7.46072722,245.493443,Safe
water_potability,,289.8534963,Safe
water_potability,7.220165553,264.7937802,Safe
water_potability,8.790851189,250.1985012,Unsafe
water_potability,,307.2509213,Safe
water_potability,,277.1799681,Safe
water_potability,9.049166054,306.7514952,Unsafe
water_potability,9.515140615,325.9404419,Unsafe
water_potability,6.14524294,282.9947437,Unsafe
water_potability,7.494212047,289.2898001,Safe
water_potability,7.091885817,334.788991,Safe
water_potability,6.624572528,263.7817632,Safe
water_potability,6.032188903,227.4884126,Unsafe
water_potability,6.344095425,219.1926412,Unsafe
water_potability,,195.7818754,Safe
water_potability,7.459144859,321.1613202,Safe
water_potability,6.361666803,196.4239616,Unsafe
water_potability,9.011588754,247.0943831,Unsafe
water_potability,7.466213132,296.5703979,Safe
water_potability,5.739816333,276.2608921,Unsafe
water_potability,7.785106673,319.430619,Safe
water_potability,7.138586781,259.9706417,Safe
water_potability,8.805177745,194.5318536,Unsafe
water_potability,8.003031485,365.0485717,Safe
water_potability,7.157337864,329.4847771,Safe
water_potability,6.427365144,216.1982887,Unsafe
water_potability,6.124672271,303.6616843,Unsafe
water_potability,8.457901037,240.9628699,Safe
water_potability,5.772197394,269.1097781,Unsafe
water_potability,,264.2031503,Safe
water_potability,6.760790523,297.4106377,Safe
water_potability,7.895045662,306.8278931,Safe
water_potability,8.576739928,253.0403099,Unsafe
water_potability,5.596729818,275.7670586,Unsafe
water_potability,8.145632374,244.8354205,Safe
water_potability,6.665495068,207.0668148,Safe
water_potability,6.499067998,385.8151411,Unsafe
water_potability,9.735889388,292.0890636,Unsafe
water_potability,9.268281895,280.4590179,Unsafe
water_potability,,291.15913,Safe
water_potability,10.0596421,310.6894412,Unsafe
water_potability,6.475885399,303.322123,Unsafe
water_potability,6.096128348,262.8990338,Unsafe
water_potability,6.297845634,282.1316564,Unsafe
water_potability,5.284096687,353.068136,Unsafe
water_potability,8.26994471,263.4713958,Safe
water_potability,6.03956779,232.6911032,Unsafe
water_potability,6.243279004,333.3815661,Unsafe
water_potability,8.214099764,272.1411971,Safe
water_potability,,331.2051725,Safe
water_potability,,232.1277544,Safe
water_potability,,273.9517646,Safe
water_potability,9.836030547,195.0406163,Unsafe
water_potability,8.719764332,313.2047199,Unsafe
water_potability,7.009601694,258.697467,Safe
water_potability,6.492638846,424.1494345,Unsafe
water_potability,7.814524321,240.5073924,Safe
water_potability,9.652562935,255.2988443,Unsafe
water_potability,8.00754122,290.8648347,Safe
water_potability,,243.4015011,Safe
water_potability,,276.9523396,Safe
water_potability,7.386837696,297.7287108,Safe
water_potability,5.497580321,309.9488984,Unsafe
water_potability,6.057828114,258.2039095,Unsafe
water_potability,,248.7926776,Safe
water_potability,6.268953337,347.4515444,Unsafe
water_potability,,306.1907159,Safe
water_potability,6.284984822,373.4514365,Unsafe
water_potability,9.043095632,242.1582924,Unsafe
water_potability,8.523062079,283.8068937,Unsafe
water_potability,,191.650421,Safe
water_potability,,279.7571403,Safe
water_potability,4.02905271,327.4260784,Unsafe
water_potability,6.412707042,252.9899417,Unsafe
water_potability,6.27629499,305.7792893,Unsafe
water_potability,7.648877928,255.6408004,Safe
water_potability,5.548181849,280.7820788,Unsafe
water_potability,,284.7858673,Safe
water_potability,7.468617019,294.5873882,Safe
water_potability,,271.875374,Safe
water_potability,7.918150471,267.4259137,Safe
water_potability,,319.9302009,Safe
water_potability,,200.7151345,Safe
water_potability,5.433242117,293.5121655,Unsafe
water_potability,8.33951161,278.8177137,Safe
water_potability,6.715719088,267.6670769,Safe
water_potability,6.09801209,317.2918533,Unsafe
water_potability,6.576845323,272.3321033,Safe
water_potability,4.68109876,287.6448303,Unsafe
water_potability,8.15121531,299.3436784,Safe
water_potability,,217.9958375,Safe
water_potability,,301.5773591,Safe
water_potability,5.669689566,262.5934481,Unsafe
water_potability,6.6249436,298.3005853,Safe
water_potability,8.273643584,223.700727,Safe
water_potability,,308.7093552,Safe
water_potability,,254.3051639,Safe
water_potability,10.50966863,267.2910358,Unsafe
water_potability,5.171434094,359.3899332,Unsafe
water_potability,6.9641983,196.9112816,Safe
water_potability,6.548796521,213.178773,Safe
water_potability,6.555439264,283.5807491,Safe
water_potability,9.042582866,245.6076731,Unsafe
water_potability,5.970578908,267.8252994,Unsafe
water_potability,6.273805782,349.8324137,Unsafe
water_potability,6.604007989,279.7162901,Safe
water_potability,7.14394199,181.0141228,Safe
water_potability,8.11644657,283.5888586,Safe
water_potability,7.66518778,271.5303425,Safe
water_potability,5.555352973,230.8845295,Unsafe
water_potability,7.543931305,240.1280044,Safe
water_potability,,294.2729993,Safe
