pH,TDS
7.918150471,267.42591369
,319.93020085
,200.71513449
5.433242117,293.51216550500004
8.33951161,278.81771372000003
6.715719088,267.667076885
6.09801209,317.29185325500004
6.576845323,272.33210329
4.68109876,287.644830265
8.15121531,299.3436784
,217.99583747500003
,301.57735907
5.669689566,262.59344813
6.6249436,298.30058531000003
8.273643584,223.70072699
,308.70935524
,254.305163905
10.50966863,267.291035765
5.171434094,359.389933175
6.9641983,196.91128158
6.548796521,213.17877295
6.555439264,283.58074914
9.042582866,245.60767309
5.970578908,267.82529943000003
6.273805782,349.83241371
6.604007989,279.71629010000004
7.14394199,181.014122835
8.11644657,283.588858605
7.66518778,271.53034246
5.555352973,230.884529525
7.543931305,240.128004415
,294.272999345
7.340170884,268.259262895
10.01518906,211.02114072
,252.242806855
7.846463341,354.45192835
,209.95067366
6.334162776,259.716460705
9.616095703,287.222653185
,400.51390782
8.892998479,303.059561805
,188.27938116
8.1414299,236.034079255
8.165714933,343.14315334
4.931958445,329.245419035
8.977821883,319.86358599000005
7.372611796,358.24438442
9.107330383,303.62199504
4.168248461,355.85344028000003
7.806909023,340.651808575
6.704635426,263.745021215
3.623165848,252.689203195
7.966856824,299.881547875
4.595607756,410.68435083
,261.70253603
3.994497606,349.81372348
8.907987118,277.02126725
5.898726325,203.05258064
9.514626622,295.047018175
8.842463656,240.55534971000003
7.721078494,174.85886262
9.089421098,292.01898414000004
1.757037115,278.489134625
7.725192099,219.839267895
6.729191489,222.153605635
5.085429353,329.85956185000003
9.545270521,323.87352361
,213.65562439
6.246264054,331.47196173
7.376449105,285.553354645
7.802426084,268.639919275
8.596767212,205.06139576
6.436444496,246.78898842
7.333477726,261.130550655
6.144759038,216.18878203000003
4.725997721,287.264367455
5.393345914,328.602526655
5.624819996,221.42145519
5.768868031,247.06292656500003
,333.09540446
5.251353815,205.09846851
7.688785916,231.20409858
3.681076271,366.7194856
4.897691707,284.40015006
5.842754601,308.84292153
,280.44726918
5.038316783,227.754165665
9.961247709,259.14260814
7.417502637,238.14097034
,287.290968965
5.099932005,217.432998835
3.633162829,325.562912025
8.860450854,342.358200405
10.13793229,387.62512516
9.90081484,224.26290367
10.2684305,222.041435655
0.22749905,287.969000865
6.017260924,280.65829187500003
7.110845138,328.72809742500004
6.350290472,290.446393315
8.12934172,239.192709405
10.25281623,218.52924418
5.462355935,347.53156418500004
9.239440361,374.02427946
7.071314192,393.44827691000006
7.115895266,240.19712210000003
8.238996597,213.436208895
6.446252032,271.72679274
6.161779499,223.837697915
6.772156538,225.932443555
7.06184552,229.78177599000003
4.638250259,285.42650799
7.678966889,256.903259795
8.137713063,312.697800545
7.481397772,210.45234769
8.082148076,261.72771443
,283.94863419
7.702183099,420.376189155
6.750761186,290.353010415
,212.73820321
6.323942073,260.84818149
5.403883692,245.329985095
5.699873488,326.133091765
7.694264582,285.761467485
8.581428694,249.798703895
9.888941401,299.52807618500003
3.426450368,284.29516739
8.370440489,274.490982545
,237.69688826
8.390500572,288.239633695
7.58194468,269.62714051
9.850054687,300.61212928500004
5.225683807,256.512664005
9.663653196,212.40557195
,230.65058464500004
7.935607325,233.251852145
8.92814208,206.396241935
6.920342899,313.27132011500004
10.53809844,221.52573482
5.729302912,193.46038738
5.335688809,302.29731727
,314.712419645
6.769834881,253.185585965
6.848329601,262.73315848
,255.13598617
,266.176197105
,273.87342853
8.589202344,168.27213584999998
8.473649323,269.300235685
7.591346094,270.68965137500004
8.137767883,306.04357192500004
5.35256598,274.574630655
7.998090254,278.773537835
11.89807803,325.109986695
7.442536475,367.115765445
5.140800528,246.28317324
,228.79828413
6.947915534,294.548759765
9.622105987,372.664823115
5.361211666,318.92818555
4.909518983,299.368369235
6.376408434,227.65361216
3.94012546,317.19037031500005
6.916825973,255.03633077
9.146557556,298.71986391
10.26841472,229.860093385
8.787667941,270.156173105
7.36876853,322.57605315
9.352719753,273.386484735
9.393148442,290.59839893500003
7.296572875,229.49088929
8.900864697,216.953962615
8.107244313,240.437079155
7.804368874,304.33814931
4.666148131,326.236861665
10.90507641,373.950873985
4.739548767,284.19143363
9.869231935,231.518245335
,249.269120035
5.827541212,240.73223733000003
0.989912213,209.48927428
,207.897904565
9.485832873,279.25443793
6.435722717,330.42438455
6.365497241,241.5267621
,269.501475815
5.452214926,304.93576834500004
,237.05571201
5.433466239,318.68503816500004
7.374775414,233.33911536
,246.53891983500003
5.226941884,213.45182937
4.594209164,247.470113995
6.784133024,213.221824205
6.400256164,283.01364637
6.839415898,299.49789636
6.901863449,304.47062737
,227.47044710000003
7.888843574,275.380759875
5.527633483,268.363946825
6.492403122,287.36773494
6.684699737,323.74159753000004
,278.70089676000003
6.223677775,308.532465605
4.758648347,187.79309692
7.440825031,294.44694032
8.054885744,290.38648704
7.061830972,280.42604811
,207.624983475
7.611609817,328.42256369
4.691438315,335.953554625
8.064170137,220.251302635
4.292966858,248.89953595000003
7.865756954,328.843361925
9.085637102,247.875278365
6.592442508,286.39073749000005
7.032818726,339.15757473
8.990317234,358.50125337
8.561218924,226.096627185
6.739157692,276.437743855
,368.94269841
6.492627157,203.61558295000003
6.753128353,253.332600365
5.039373609,251.42198679
8.296344056,191.31134243
5.455599352,223.22143207
7.918183321,274.22855382
5.01804587,203.760673545
6.495435285,214.52928367
,289.70549478
8.783167624,252.86405014
,247.97604234
8.159666704,298.70175322
7.685396843,320.35275441
7.762020745,338.41650297
7.207931097,284.382827365
6.9870415,276.6861266
4.692196563,264.25858355
,257.923673865
4.059431468,269.20258690000003
8.389945659,306.39042232500003
10.69553249,269.266456225
6.791696907,277.70583119500003
9.953952112,220.923968655
,251.124410875
4.489783796,337.08041419
8.020869103,278.629627185
5.090035332,342.13470304000003
6.466874709,198.221641605
6.702496216,235.26604283
5.766204134,348.574637255
6.571099217,323.63650787
8.509220049,380.39470846
5.953981878,270.459148635
5.403196492,381.796149865
5.596929951,347.970714325
10.63290961,339.318115695
4.916819229,352.152004815
7.183095932,401.401589225
5.923441415,306.707381955
7.377036504,376.65018586
7.833495881,300.39257573000003
4.745764371,193.026666105
9.055825785,222.533616825
5.492155983,325.61021213500004
4.487517479,253.868514445
7.027185659,212.07490213000003
10.20064451,189.54018382
6.784279329,243.21819600000003
8.080415244,390.60918195
,275.58595298
7.344975869,234.119907515
5.923739955,259.966416125
8.285395275,252.81175595
5.949518764,293.15831246
,308.60812736
,362.7705568500001
5.296578804,255.702592145
10.28206797,369.25133713
7.016836113,306.46485649
6.871607245,246.680030025
,324.222545985
8.274069059,239.978917295
8.238878989,260.691446405
5.791154373,354.15736239000006
6.153368957,315.314014015
7.303051906,293.54385060000004
7.5926723,230.93488749500003
6.784116115,312.20057765
5.606856131,290.15116234
,243.04810413
4.922045466,232.35595773
5.700784947,233.67925945
,279.07767420000005
10.67805626,212.97811886
7.602121475,136.70746830000002
8.846281957,272.607119915
6.751698586,247.93625233
,232.512189065
,259.9242022
5.088213197,260.10096079500005
6.954907217,313.68887563
8.983811794,270.984454065
9.519659984,257.20404983
4.700392724,350.65202133
10.38613293,218.581809615
5.746529194,230.213384375
,216.4215937
,313.850510415
10.8112895,255.57119003
8.966835973,296.677217525
,175.07401288000003
6.848805453,253.264848135
8.861701557,339.15317442500003
4.252985001,277.623941205
6.729829904,339.19309112
5.924540482,177.74044483
6.783888468,310.605546745
7.390896679,359.48748108
6.470151959,341.191357585
6.93039147,313.129413545
9.302441188,239.13341588500003
7.421997644,301.142994035
6.583064856,249.030927275
6.204429354,359.10081467000003
9.066628054,322.50494406
4.713116701,230.21061784500003
10.58138599,323.159933265
7.574261237,281.89170262500005
6.138785152,242.998352935
5.276323544,202.80164619
6.776879088,273.23230506
7.239415921,321.370991435
6.552279123,229.491378415
8.408766231,361.1276357
7.986398706,310.48474327
7.366915284,219.021963745
6.062738419,250.504552415
7.8564711,280.82802787
5.15839641,215.53137177
,263.909616035
6.39908051,294.433412195
7.394255556,255.12283244500003
4.443850856,347.07962055
8.247148271,196.4303224
4.902158989,243.773639525
6.86313625,285.49925014
6.66953238,249.10978625
7.595669984,294.0897349
8.163076383,308.94270602
8.87027826,231.05610125
8.769676022,239.86083342
4.737391257,203.78377630000003
7.790874862,306.48704866
,240.034511535
6.0873061,223.64681833
7.651294226,273.53843543
4.771490669,202.103092945
,331.03516472
5.392057607,272.87907140000004
5.477283049,317.70348662
6.364155674,280.926332245
,350.104172015
8.347949483,342.79756615
6.615981652,249.02933705
8.312379503,353.205442395
6.836224939,254.023220945
6.385470898,274.344005325
6.490037175,311.86102701
,311.386421905
6.648849186,167.50771661
,372.28321468
9.323583858,259.85290773
4.581968728,264.1485457
7.884841993,239.701080905
6.168838539,313.737662745
7.230845307,238.99849467
,359.77112093
8.693104326,364.62784163
,186.41638054
4.797460182,232.33352571
9.319176393,219.9869425
7.581687577,401.624283515
5.348213659,241.74192081
5.487876363,331.896100315
,304.23361455500003
8.315959071,326.08808869
8.551077748,332.081750455
6.013160966,288.77981275
5.744067537,218.44017201500003
5.218989651,274.44547117
,290.38293362
7.458707683,287.539293015
11.02787986,244.550746635
6.72958019,286.55863262
4.1502143,276.412530225
7.159398311,344.842167345
,290.174531855
6.209697437,357.029873395
,239.04314798
9.608533594,213.78792123
5.375895979,321.02750147
8.69712216,255.811267205
7.748928548,239.461857115
7.117917746,215.78157965
8.31002902,237.53028812500003
5.524296531,308.972476475
10.20142576,215.396318735
5.368125754,283.18320498
8.937802408,312.208141505
8.124207826,280.55669018
7.184973119,249.60751244
5.499489286,287.40855403
,211.24858586
5.319769073,259.42736651
6.369111631,232.32123512
6.733493842,258.495240705
6.883015402,370.77576809
8.013516429,248.309261785
8.272055091,325.44516758000003
8.746985976,264.797536185
8.154840855,388.61554758
9.045720545,363.186110885
8.922409559,304.54991177
5.961301572,368.89200348
,363.32001719
8.184410006,236.10324114
7.636454091,334.72663906500003
7.775385593,196.139759725
7.617148871,213.86082016
6.664934584,268.000582135
,262.67809906
8.815357953,279.764481295
7.765635562,231.398716835
6.225152013,247.074588215
,234.30451473
8.56704382,318.833150285
6.994194675,240.154246865
3.344588533,315.66024607
,268.436480845
,258.220836705
7.774468469,187.244575505
,363.75907106500006
7.203438849,284.29106108
6.150487601,230.355141835
,205.23809085
6.767523658,217.68849427
8.037430327,255.385783705
8.177174974,296.352874935
6.744799075,353.82055611500004
7.603775446,208.694898165
8.546145555,268.65903967500003
5.432512085,291.762081715
7.71408936,226.088982145
8.154531511,272.4626528
,269.677934695
7.845879929,331.69864195
7.156424495,291.497154455
5.694694238,310.08107442
6.707685556,295.5760665
4.775221956,341.94397315
,192.24208458
,207.048811385
8.501711439,255.564842845
7.741245059,338.66056939000003
4.187490815,171.930253625
,240.03227885
7.808012212,383.539354835
5.895948983,345.259915585
7.269652253,328.90658788
,184.61169662
9.489600966,230.61398178
7.457979827,313.71416687000004
7.992320364,339.8772351
7.746343115,297.05917858500004
8.27579563,228.56035475
6.879959452,360.129317925
6.799375518,242.600889245
8.167767663,393.54828071
,250.788089045
4.736404607,330.733221585
5.95392389,228.129623475
6.578998162,265.32675942500003
8.775485734,312.46488507
6.850302032,195.2676336
8.757110512,265.26226818
,249.43612421
,370.74619744500006
8.073278952,281.384186785
5.078274175,343.30156328000004
7.444914015,263.52339786500005
9.434005875,309.94730702000004
5.905906954,219.60787134
5.803496976,237.5604517
7.617151922,212.698359315
9.008464334,251.80985141
5.422445768,248.35208372
9.778181813,231.75297392
5.204938763,262.6025272
4.872560878,230.353892795
7.793914804,258.99920254
,230.363431025
7.058182608,300.50446855
7.890354274,223.957902545
7.535700191,379.233716875
7.202534416,239.87881177000003
,338.38202833500003
8.722143777,304.43884341
8.352635176,258.124731605
6.284385791,336.14785607000005
,321.36293189
9.30566048,224.677007815
4.923178856,262.863745755
6.14301848,309.039424005
5.744504157,235.34061837
6.616649175,319.620642185
7.62349992,262.925889525
7.860106422,185.39862965
7.393110153,349.13843562
,245.093085705
5.579517093,243.929380175
4.303574607,268.38266234
7.310715696,276.59635965
6.417702476,331.382774255
,332.11400677
10.77431809,310.52019355500005
5.036453976,216.03381449000003
,286.608935535
10.41504401,319.485862475
8.41860665,355.41414636
7.808641136,337.910944475
7.55796363,180.202200425
11.24450714,218.69032562
5.728823779,289.295263595
10.48680842,296.23349899
3.792125732,266.95121895
5.716251354,326.94589629
,311.972099595
5.473603398,307.31794262
,347.80615662
6.770926884,309.106824065
6.043360084,230.75484978000003
,292.46820382
6.320427823,244.37696257
9.185417502,347.55398132
8.684778672,324.52901052
7.961721463,293.6754899
5.484151254,226.459371645
7.186931122,310.69674467
5.470802484,206.66649809
,249.46668682
9.792727769,268.5510529
3.637170625,330.94771014500003
7.064789081,427.00068307
6.632031569,225.459262925
5.913956688,184.21091403
9.484703254,312.55124127500005
8.447404488,355.565489695
7.727421141,213.75520985000003
6.859323726,254.53981020000003
5.846786697,256.069333325
6.300001767,315.687096725
6.646469922,220.48565714500003
7.313446756,283.73622823
6.572656389,223.53190717
6.002414612,218.994202115
,219.174204145
5.93605711,210.274500345
7.591089848,336.182150265
6.875746152,326.0438883
8.016279103,319.20140336500003
8.783596632,211.20906898
6.911698241,194.05783345000003
8.719240207,187.98178139000004
5.974583248,267.022685865
4.429378735,280.87015749
